workload,system,configuration,horizon,trace_length,accuracy,top3_accuracy,prediction_attempts,total_cycles,average_latency,raw_memory_cycles,speedup,useful_prefetches,prefetches_issued,prefetches_completed,late_prefetches,late_rate,unused_prefetches,dropped_prefetches,pollution_misses,bandwidth_bytes,bandwidth_utilization,cycles_hidden,fully_hidden_misses,partially_hidden_misses,unhidden_misses,mean_lead_time,median_lead_time,mean_slack,median_slack,queue_occupancy,lookup_prefetch_overhead,storage_bytes,fraction_of_oracle_gain
LongHigherOrder,DirectMarkov,DirectMarkov-H4,4,1920,1.0,1.0,572,10119,17.567708333333332,2888,0.949105642850084,46,46,46,23,0.5,0,0,0,368,1.0,4139,23,23,4,101.06521739130434,150,-48.93478260869565,0,0.0,4654,2376,-0.08714275272520208
LongHigherOrder,Oracle,Oracle-H8,8,1920,1.0,1.0,568,4525,7.855902777777778,3180,2.1224309392265193,44,44,44,13,0.29545454545454547,0,0,0,352,1.0,5123,31,13,6,138.9318181818182,150,-11.068181818181818,0,0.0,44,0,1.0
LongHigherOrder,DirectWAM,DirectWAM-H8,8,1920,1.0,1.0,568,8517,14.786458333333334,3180,1.1276270987436892,44,44,44,13,0.29545454545454547,0,0,0,352,1.0,5739,31,13,6,156.75,150,6.75,0,0.0,4652,7560,0.11370597003646259
LongHigherOrder,RecursiveWAM,RecursiveWAM-H8,8,1920,1.0,1.0,568,8517,14.786458333333334,3180,1.1276270987436892,44,44,44,13,0.29545454545454547,0,0,0,352,1.0,5739,31,13,6,156.75,150,6.75,0,0.0,4652,7560,0.11370597003646259
LongHigherOrder,DirectMarkov,DirectMarkov-H8,8,1920,1.0,1.0,568,8517,14.786458333333334,3180,1.1276270987436892,44,44,44,13,0.29545454545454547,0,0,0,352,1.0,5739,31,13,6,156.75,150,6.75,0,0.0,4652,2376,0.11370597003646259
LongHigherOrder,Oracle,Oracle-H16,16,1920,1.0,1.0,560,4221,7.328125,3764,2.275290215588723,40,40,40,11,0.275,0,0,0,320,1.0,5423,29,11,10,234.725,150,84.725,0,0.0,40,0,1.0
LongHigherOrder,DirectWAM,DirectWAM-H16,16,1920,1.0,1.0,560,8412,14.604166666666666,3764,1.141702330004755,40,40,40,0,0.0,0,0,0,320,1.0,5840,40,0,10,296.8,188,146.8,38,0.0,4648,7560,0.11111379062791589
LongHigherOrder,RecursiveWAM,RecursiveWAM-H16,16,1920,1.0,1.0,560,8412,14.604166666666666,3764,1.141702330004755,40,40,40,0,0.0,0,0,0,320,1.0,5840,40,0,10,296.8,188,146.8,38,0.0,4648,7560,0.11111379062791589
LongHigherOrder,DirectMarkov,DirectMarkov-H16,16,1920,1.0,1.0,560,8412,14.604166666666666,3764,1.141702330004755,40,40,40,0,0.0,0,0,0,320,1.0,5840,40,0,10,296.8,188,146.8,38,0.0,4648,2376,0.11111379062791589
LongHigherOrder,Oracle,Oracle-H32,32,1920,1.0,1.0,544,6148,10.67361111111111,6100,1.5621340273259596,24,24,24,7,0.2916666666666667,0,8,0,192,0.75,3480,17,7,26,931.625,867,781.625,717,0.0,24,0,1.0
LongHigherOrder,DirectWAM,DirectWAM-H32,32,1920,1.0,1.0,544,9572,16.618055555555557,4932,1.0033430839949853,32,32,32,0,0.0,0,0,0,256,1.0,4672,32,0,18,940.875,388,790.875,238,0.0,4640,7560,0.0059471297457087775
LongHigherOrder,RecursiveWAM,RecursiveWAM-H32,32,1920,1.0,1.0,544,9572,16.618055555555557,4932,1.0033430839949853,32,32,32,0,0.0,0,0,0,256,1.0,4672,32,0,18,940.875,388,790.875,238,0.0,4640,7560,0.0059471297457087775
LongHigherOrder,DirectMarkov,DirectMarkov-H32,32,1920,1.0,1.0,544,9572,16.618055555555557,4932,1.0033430839949853,32,32,32,0,0.0,0,0,0,256,1.0,4672,32,0,18,940.875,388,790.875,238,0.0,4640,2376,0.0059471297457087775
